food_code,food_name,calorie,carb,protein,fat
D220-732000000-0004,밀크티/버블티_납작복숭아 쥬얼리 밀크티,60,0,1.27,0
D220-732000000-0005,밀크티/버블티_돌체 블랙 밀크티 아이스(ICED) (Tall),59,0,1.69,0
D220-732000000-0006,밀크티/버블티_돌체 블랙 밀크티 핫(HOT) (Tall),70,0,2.25,0
D220-732000000-0007,밀크티/버블티_딸기 듬뿍 밀크티,60,0,1.27,0
D220-732000000-0008,밀크티/버블티_딸기 쥬얼리 밀크티 아이스(ICED),48,0,1.06,0
D220-732000000-0009,밀크티/버블티_로얄 달고나 밀크티,86,0,1.94,0
D220-732000000-0010,밀크티/버블티_로얄 밀크티 아이스(ICED),74,11.95,1.46,2.2
D220-732000000-0011,밀크티/버블티_로얄 밀크티 핫(HOT),112,16.45,2.58,3.87
D220-732000000-0012,밀크티/버블티_로얄 밀크티,93,0,1.94,0
D220-732000000-0013,밀크티/버블티_로얄 흑당 밀크티,87,0,2.22,0
D220-732000000-0014,밀크티/버블티_로얄 밀크티 아이스(ICED) (L),67,0,1.48,0
D220-732000000-0015,밀크티/버블티_로얄 밀크티 아이스(ICED) (R),43,0,1.21,0
D220-732000000-0016,밀크티/버블티_로얄 밀크티 핫(HOT) (L),67,0,2.54,0
D220-732000000-0017,밀크티/버블티_로얄 밀크티 핫(HOT) (R),68,0,2.54,0
D220-732000000-0018,밀크티/버블티_리얼 딸기 쥬얼리 밀크티,60,0,1.27,0
D220-732000000-0019,밀크티/버블티_밀크티 아이스(ICED) (EX),41,0,1.3,0
D220-732000000-0020,밀크티/버블티_밀크티 아이스(ICED),56,0,1.44,0
D220-732000000-0021,밀크티/버블티_밀크티 아이스(ICED),54,0,1.5,0
D220-732000000-0022,밀크티/버블티_밀크티 아이스(ICED),46,0,1.2,0
D220-732000000-0023,밀크티/버블티_밀크티 핫(HOT) (EX),57,0,1.93,0
D220-732000000-0024,밀크티/버블티_밀크티 핫(HOT),83,0,2.4,0
D220-732000000-0025,밀크티/버블티_밀크티 핫(HOT),68,0,7.64,0
D220-732000000-0026,밀크티/버블티_밀크티,53,0,1.56,0
D220-732000000-0027,밀크티/버블티_브라운 슈가 쥬얼리 밀크티 아이스(ICED),69,0,1.48,0
D220-732000000-0028,밀크티/버블티_브라운 슈가 쥬얼리 밀크티 핫(HOT),105,0,2.66,0
D220-732000000-0029,밀크티/버블티_브라운슈가 버블 밀크티,104,0,1.45,0
D220-732000000-0030,밀크티/버블티_브라운슈가 버블티,88,0,1.42,0
D220-732000000-0031,밀크티/버블티_블랙 밀크티 아이스(ICED) (J),41,0,0.31,0
D220-732000000-0032,밀크티/버블티_블랙 밀크티 아이스(ICED) (L),41,0,0.21,0
D220-732000000-0033,밀크티/버블티_블랙 밀크티 핫(HOT) (J),29,0,1.48,0
D220-732000000-0034,밀크티/버블티_블랙 밀크티 핫(HOT) (L),29,0,1.45,0
D220-732000000-0035,밀크티/버블티_블랙 밀크티+펄 아이스(ICED) (J),58,0,0.31,0
D220-732000000-0036,밀크티/버블티_블랙 밀크티+펄 아이스(ICED) (L),59,0,0.21,0
D220-732000000-0037,밀크티/버블티_블랙 밀크티+펄 핫(HOT) (J),52,0,1.48,0
D220-732000000-0038,밀크티/버블티_블랙 밀크티+펄 핫(HOT) (L),49,0,1.45,0
D220-732000000-0039,밀크티/버블티_블랙버블 밀크티,105,0,2.82,0
D220-732000000-0040,밀크티/버블티_블랙슈가 버블티,67,11.56,1.32,1.72
D220-732000000-0041,밀크티/버블티_블랙펄 밀크티 아이스(ICED),80,0,0.93,0
D220-732000000-0042,밀크티/버블티_순수 밀크티 보틀,73,0,2.67,0
D220-732000000-0043,밀크티/버블티_순수 카페 밀크티 보틀,105,0,2.33,0
D220-732000000-0044,밀크티/버블티_아쌈 버블티,68,0,1.51,0
D220-732000000-0045,밀크티/버블티_아이스버블 밀크티 아이스(ICED) (L),74,0,1.48,0
D220-732000000-0046,밀크티/버블티_아이스버블 밀크티 아이스(ICED) (R),66,0,1.21,0
D220-732000000-0047,밀크티/버블티_얼그레이 밀크티 아이스(ICED) (J),42,0,0.31,0
D220-732000000-0048,밀크티/버블티_얼그레이 밀크티 아이스(ICED) (L),42,0,0.21,0
D220-732000000-0049,밀크티/버블티_얼그레이 밀크티 아이스(ICED),66,11.14,1.59,0
D220-732000000-0050,밀크티/버블티_얼그레이 밀크티 아이스(ICED),41,4.04,1.49,2.13
D220-732000000-0051,밀크티/버블티_얼그레이 밀크티 핫(HOT) (J),25,0,1.27,0
D220-732000000-0052,밀크티/버블티_얼그레이 밀크티 핫(HOT) (L),25,0,1.21,0
D220-732000000-0053,밀크티/버블티_얼그레이 밀크티 핫(HOT),92,13.95,2.37,0
D220-732000000-0054,밀크티/버블티_얼그레이 밀크티 핫(HOT),65,6.45,2.58,3.23
D220-732000000-0055,밀크티/버블티_얼그레이 버블티,62,11.12,1.19,1.4
D220-732000000-0056,밀크티/버블티_우롱 밀크티 아이스(ICED) (J),33,0,0.15,0
D220-732000000-0057,밀크티/버블티_우롱 밀크티 아이스(ICED) (L),33,0,0.21,0
D220-732000000-0058,밀크티/버블티_우롱 밀크티 핫(HOT) (J),26,0,1.27,0
D220-732000000-0059,밀크티/버블티_우롱 밀크티 핫(HOT) (L),26,0,1.21,0
D220-732000000-0060,밀크티/버블티_자스민 그린 밀크티 아이스(ICED) (J),39,0,0.31,0
D220-732000000-0061,밀크티/버블티_자스민 그린 밀크티 아이스(ICED) (L),39,0,0.21,0
D220-732000000-0062,밀크티/버블티_자스민 그린 밀크티 핫(HOT) (J),26,0,1.27,0
D220-732000000-0063,밀크티/버블티_자스민 그린 밀크티 핫(HOT) (L),26,0,1.21,0
D220-732000000-0064,밀크티/버블티_제주 그린 밀크티+펄 아이스(ICED) (J),56,0,1.54,0
D220-732000000-0065,밀크티/버블티_제주 그린 밀크티+펄 아이스(ICED) (L),56,0,1.69,0
D220-732000000-0066,밀크티/버블티_제주 그린 밀크티+펄 핫(HOT) (J),94,0,2.96,0
D220-732000000-0067,밀크티/버블티_제주 그린 밀크티+펄 핫(HOT) (L),91,0,2.9,0
D220-732000000-0068,밀크티/버블티_제주 그린 밀크티 아이스(ICED) (J),39,0,1.54,0
D220-732000000-0069,밀크티/버블티_제주 그린 밀크티 아이스(ICED) (L),39,0,1.48,0
D220-732000000-0070,밀크티/버블티_제주 그린 밀크티 핫(HOT) (J),71,0,2.96,0
D220-732000000-0071,밀크티/버블티_제주 그린 밀크티 핫(HOT) (L),71,0,2.9,0
D220-732000000-0072,밀크티/버블티_진저 밀크티 아이스(ICED),56,0,1.2,0
D220-732000000-0073,밀크티/버블티_진저 밀크티,64,0,1.56,0
D220-732000000-0074,밀크티/버블티_청순밀크티 보틀,51,0,1.33,0
D220-732000000-0075,밀크티/버블티_초당옥수수 밀크티+펄,65,0,1.48,0
D220-732000000-0076,밀크티/버블티_초코 버블티,68,11.99,1.5,1.59
D220-732000000-0077,밀크티/버블티_초콜렛 밀크티 아이스(ICED) (J),53,0,0.92,0
D220-732000000-0078,밀크티/버블티_초콜렛 밀크티 아이스(ICED) (L),53,0,0.85,0
D220-732000000-0079,밀크티/버블티_초콜렛 밀크티 핫(HOT) (J),83,0,1.48,0
D220-732000000-0080,밀크티/버블티_초콜렛 밀크티 핫(HOT) (L),83,0,1.45,0
D220-732000000-0081,밀크티/버블티_초콜릿 밀크티 아이스(ICED),50,0,1.45,0
D220-732000000-0082,밀크티/버블티_초콜릿 밀크티 핫(HOT),58,0,1.56,0
D220-732000000-0083,밀크티/버블티_커피베이 달고나 버블티,75,0,0.82,0
D220-732000000-0084,밀크티/버블티_코코넛 버블티,85,0,1.51,0
D220-732000000-0085,밀크티/버블티_타로 밀크티 아이스(ICED) (J),63,0,0.31,0
D220-732000000-0086,밀크티/버블티_타로 밀크티 아이스(ICED) (L),63,0,0.21,0
D220-732000000-0087,밀크티/버블티_타로 밀크티 핫(HOT) (J),95,0,0.42,0
D220-732000000-0088,밀크티/버블티_타로 밀크티 핫(HOT) (L),95,0,0.24,0
D220-732000000-0089,밀크티/버블티_타로 밀크티+펄 아이스(ICED) (J),79,0,0.31,0
D220-732000000-0090,밀크티/버블티_타로 밀크티+펄 아이스(ICED) (L),80,0,0.21,0
D220-732000000-0091,밀크티/버블티_타로 밀크티+펄 핫(HOT) (J),118,0,0.42,0
D220-732000000-0092,밀크티/버블티_타로 밀크티+펄 핫(HOT) (L),115,0,0.48,0
D220-732000000-0093,밀크티/버블티_타로 버블티,75,0,1.34,0
D220-732000000-0094,밀크티/버블티_타로버블 밀크티,106,0,2.82,0
D220-732000000-0095,밀크티/버블티_타로 버블티,71,12.08,1.32,1.95
D220-732000000-0096,밀크티/버블티_피스타치오 밀크티 아이스(ICED) (J),50,0,1.54,0
D220-732000000-0097,밀크티/버블티_피스타치오 밀크티 아이스(ICED) (L),50,0,1.69,0
D220-732000000-0098,밀크티/버블티_피스타치오 밀크티 핫(HOT) (J),84,0,2.75,0
D220-732000000-0099,밀크티/버블티_피스타치오 밀크티 핫(HOT) (L),84,0,2.9,0
D220-732000000-0100,밀크티/버블티_피스타치오 밀크티+펄 아이스(ICED) (J),67,0,1.69,0
D220-732000000-0101,밀크티/버블티_피스타치오 밀크티+펄 아이스(ICED)) (L),67,0,1.69,0
D220-732000000-0102,밀크티/버블티_피스타치오 밀크티+펄 핫(HOT) (J),107,0,2.75,0
D220-732000000-0103,밀크티/버블티_피스타치오 밀크티+펄 핫(HOT) (L),104,0,2.9,0
D220-732000000-0104,밀크티/버블티_하동 호지 밀크티 아이스(ICED) (J),52,0,1.69,0
D220-732000000-0105,밀크티/버블티_하동 호지 밀크티 아이스(ICED) (L),52,0,1.69,0
D220-732000000-0106,밀크티/버블티_하동 호지 밀크티 핫(HOT) (J),80,0,3.17,0
D220-732000000-0107,밀크티/버블티_하동 호지 밀크티 핫(HOT) (L),80,0,3.14,0
D220-732000000-0108,밀크티/버블티_허니 얼 그레이 밀크티 아이스(ICED) (Grande),47,0,0.85,0
D220-732000000-0109,밀크티/버블티_허니 얼 그레이 밀크티 핫(HOT) (Grande),84,0,2.54,0
D220-732000000-0110,밀크티/버블티_흑당 말차 버블티,81,0,1.88,0
D220-732000000-0111,밀크티/버블티_흑당 버블티,66,0,1.1,0
D220-732000000-0112,밀크티/버블티_흑당 버블티,83,15.74,1.28,1.7
D220-732000000-0113,밀크티/버블티_흑당 쇼콜라 버블티,63,0,0.83,0
D220-732000000-0114,밀크티/버블티_흑당 시나몬 버블티,74,0,1.25,0
D220-732000000-0115,밀크티/버블티_흑당 카페 버블티,60,0,0.98,0
D220-732000000-0116,밀크티/버블티_흑당 펄 밀크티 아이스(ICED) (L),62,0,1.4,0
D220-732000000-0117,밀크티/버블티_흑당 펄 밀크티 아이스(ICED) (R),63,0,1.25,0
D220-732000000-0118,밀크티/버블티_흑당 펄 밀크티 핫(HOT) (L),86,0,2.03,0
D220-732000000-0119,밀크티/버블티_흑당 펄 밀크티 핫(HOT) (R),86,0,2.15,0
D220-732000000-0120,밀크티/버블티_흑당 홍차 버블티,72,0,0.98,0
D220-732000000-0121,밀크티/버블티_돌체 블랙 밀크티 아이스(ICED),64,0,1.27,0
D220-732000000-0122,밀크티/버블티_돌체 블랙 밀크티 핫(HOT),86,0,2.32,0
D220-732000000-0123,밀크티/버블티_로얄 밀크티 아이스(ICED),54,0,1.48,0
D220-732000000-0124,밀크티/버블티_로얄 밀크티 아이스(ICED),44,0,1.24,0
D220-732000000-0125,밀크티/버블티_로얄 밀크티 핫(HOT),65,0,2.05,0
D220-732000000-0126,밀크티/버블티_로얄밀크 버블티,76,0,1.35,0
D220-732000000-0127,밀크티/버블티_로얄 밀크티 아이스(ICED),61,0,1.35,0
D220-732000000-0128,밀크티/버블티_로얄 밀크티 핫(HOT),70,0,1.69,0
D220-732000000-0129,밀크티/버블티_로열 밀크티 아이스(ICED),51,8.23,1.06,0
D220-732000000-0130,밀크티/버블티_로열 밀크티 핫(HOT),80,11.7,1.98,0
D220-732000000-0131,밀크티/버블티_민트 밀크티 아이스(ICED) (L),67,0,1.39,0
D220-732000000-0132,밀크티/버블티_민트 밀크티 아이스(ICED) (XL),78,0,1.45,0
D220-732000000-0133,밀크티/버블티_민트 밀크티 핫(HOT) (L),88,0,2.51,0
D220-732000000-0134,밀크티/버블티_민트 밀크티 핫(HOT) (XL),94,0,2.52,0
D220-732000000-0135,밀크티/버블티_밀크 버블티,50,0,1.17,0
D220-732000000-0136,밀크티/버블티_밀크티,51,0,1.78,0
D220-732000000-0137,밀크티/버블티_밀크티 달구나 아이스(ICED) (L),56,9.94,1.37,0
D220-732000000-0138,밀크티/버블티_밀크티 달구나 아이스(ICED) (ML),51,9.15,1.13,0
D220-732000000-0139,밀크티/버블티_밀크티 달구나 핫(HOT) (ML),68,11.68,1.86,0
D220-732000000-0140,밀크티/버블티_버터스카치폼 밀크티 아이스(ICED),68,0,0.97,0
D220-732000000-0141,밀크티/버블티_블랙 밀크티 아이스(ICED) (L),33,0,1.31,0
D220-732000000-0142,밀크티/버블티_블랙 밀크티 아이스(ICED) (L),61,0,0.12,0
D220-732000000-0143,밀크티/버블티_블랙 밀크티 아이스(ICED) (M),32,0,1.25,0
D220-732000000-0144,밀크티/버블티_블랙 밀크티 아이스(ICED) (XL),70,0,0.14,0
D220-732000000-0145,밀크티/버블티_블랙 밀크티 핫(HOT) (L),29,0,1.11,0
D220-732000000-0146,밀크티/버블티_블랙 밀크티 핫(HOT) (M),34,0,1.35,0
D220-732000000-0147,밀크티/버블티_블랙 밀크티 핫(HOT) (L),73,0,0.19,0
D220-732000000-0148,밀크티/버블티_블랙 밀크티 핫(HOT) (XL),78,0,0.18,0
D220-732000000-0149,밀크티/버블티_슬림 타로 JMT,31,0,1.56,0
D220-732000000-0150,밀크티/버블티_아몬드 밀크티 아이스(ICED),47,0,1.24,0
D220-732000000-0151,밀크티/버블티_아몬드 밀크티 핫(HOT),70,0,2.05,0
D220-732000000-0152,밀크티/버블티_얼그레이 밀크티 아이스(ICED) (L),61,0,0.16,0
D220-732000000-0153,밀크티/버블티_얼그레이 밀크티 아이스(ICED) (XL),70,0,0.17,0
D220-732000000-0154,밀크티/버블티_얼그레이 밀크티 아이스(ICED),53,8.26,1.07,0
D220-732000000-0155,밀크티/버블티_얼그레이 밀크티 핫(HOT),79,11.44,1.81,0
D220-732000000-0156,밀크티/버블티_얼그레이 밀크티 핫(HOT) (L),73,0,0.25,0
D220-732000000-0157,밀크티/버블티_얼그레이 밀크티 핫(HOT) (XL),79,0,0.24,0
D220-732000000-0158,밀크티/버블티_얼그레이버블티 아이스(ICED),59,10.76,0.87,0
D220-732000000-0159,밀크티/버블티_우롱 밀크티 아이스(ICED) (L),61,0,0.12,0
D220-732000000-0160,밀크티/버블티_우롱 밀크티 아이스(ICED) (XL),70,0,0.14,0
D220-732000000-0161,밀크티/버블티_우롱 밀크티 핫(HOT) (L),73,0,0.19,0
D220-732000000-0162,밀크티/버블티_우롱 밀크티 핫(HOT) (XL),78,0,0.18,0
D220-732000000-0163,밀크티/버블티_자스민 그린 밀크티 아이스(ICED) (L),65,0,0.13,0
D220-732000000-0164,밀크티/버블티_자스민 그린 밀크티 아이스(ICED) (XL),70,0,0.16,0
D220-732000000-0165,밀크티/버블티_자스민 그린 밀크티 핫(HOT) (L),97,0,0.25,0
D220-732000000-0166,밀크티/버블티_자스민 그린 밀크티 핫(HOT) (XL),96,0,0.25,0
D220-732000000-0167,밀크티/버블티_자스민우롱 밀크티 아이스(ICED),37,4.78,1.22,0
D220-732000000-0168,밀크티/버블티_자스민우롱 밀크티 핫(HOT),62,7.21,2.19,0
D220-732000000-0169,밀크티/버블티_제주 말차 밀크티 아이스(ICED) (L),73,0,0.28,0
D220-732000000-0170,밀크티/버블티_제주 말차 밀크티 아이스(ICED) (XL),81,0,0.34,0
D220-732000000-0171,밀크티/버블티_제주 말차 밀크티 핫(HOT) (L),105,0,0.52,0
D220-732000000-0172,밀크티/버블티_제주 말차 밀크티 핫(HOT) (XL),81,0,0.44,0
D220-732000000-0173,밀크티/버블티_초코 밀크티 아이스(ICED) (L),73,0,0.44,0
D220-732000000-0174,밀크티/버블티_초코 밀크티 아이스(ICED) (XL),83,0,0.53,0
D220-732000000-0175,밀크티/버블티_초코 밀크티 핫(HOT) (L),111,0,0.8,0
D220-732000000-0176,밀크티/버블티_초코 밀크티 핫(HOT) (XL),104,0,0.82,0
D220-732000000-0177,밀크티/버블티_치즈 폼 밀크티 아이스(ICED),64,0,1.02,0
D220-732000000-0178,밀크티/버블티_클래식 밀크티 아이스(ICED),36,5.96,0.75,0
D220-732000000-0179,밀크티/버블티_클래식 밀크티 핫(HOT),69,9.35,1.93,0
D220-732000000-0180,밀크티/버블티_타로 밀크티 아이스(ICED) (L),66,0,1.24,0
D220-732000000-0181,밀크티/버블티_타로 밀크티 아이스(ICED) (XL),82,0,1.43,0
D220-732000000-0182,밀크티/버블티_타로 밀크티 핫(HOT) (L),103,0,2.41,0
D220-732000000-0183,밀크티/버블티_타로 밀크티 핫(HOT) (XL),113,0,2.4,0
D220-732000000-0184,밀크티/버블티_타로 버블티,84,0,0.34,0
D220-732000000-0185,밀크티/버블티_허니 밀크티 아이스(ICED) (L),33,0,1.31,0
D220-732000000-0186,밀크티/버블티_허니 밀크티 아이스(ICED) (M),32,0,1.25,0
D220-732000000-0187,밀크티/버블티_허니 밀크티 핫(HOT) (L),29,0,1.11,0
D220-732000000-0188,밀크티/버블티_허니 밀크티 핫(HOT) (M),34,0,1.35,0
D220-732000000-0189,밀크티/버블티_흑당 밀크티 아이스(ICED) (L),77,0,1.29,0
D220-732000000-0190,밀크티/버블티_흑당 밀크티 아이스(ICED) (M),51,0,1.3,0
D220-732000000-0191,밀크티/버블티_흑당 밀크티 아이스(ICED) (XL),85,0,1.38,0
D220-732000000-0192,밀크티/버블티_흑당 밀크티 핫(HOT) (L),120,0,2.37,0
D220-732000000-0193,밀크티/버블티_흑당 밀크티 핫(HOT) (XL),119,0,2.38,0
D220-732000000-0194,밀크티/버블티_흑당 밀크티 아이스(ICED),59,8.77,1.45,0
D220-732000000-0195,밀크티/버블티_흑당 버블티 아이스(ICED),69,12.49,1.2,0
D220-732000000-0196,밀크티/버블티_흑설탕 버블티,66,0,1.18,0
D220-732000000-0197,밀크티/버블티_밀크티 아이스(ICED),46,6.67,1.12,1.62
D220-733000000-0001,뱅쇼_뱅쇼,42,0,0.26,0
D220-733000000-0002,뱅쇼_화이트 뱅쇼,23,0,0,0
D220-733000000-0003,뱅쇼_히비스커스 뱅쇼 아이스(ICED) (R),28,0,0,0
D220-733000000-0004,뱅쇼_히비스커스 뱅쇼 핫(HOT) (R),58,0,0,0
D220-734000000-0001,복숭아홍차_복숭아 얼그레이 아이스(ICED),31,0,0,0
D220-734000000-0002,복숭아홍차_복숭아 얼그레이 핫(HOT),31,0,0,0
D220-734000000-0003,복숭아홍차_피치얼그레이 아이스(ICED),2,0,0,0
D220-734000000-0004,복숭아홍차_피치얼그레이 핫(HOT),2,0,0,0
D220-734000000-0005,복숭아홍차_피치얼그레이티 아이스(ICED),46,0,0,0
D220-734000000-0006,복숭아홍차_피치얼그레이티 핫(HOT),42,0,0,0
D220-735000000-0001,사과차_석류 애플라임 핫(HOT),45,0,0,0
D220-735000000-0002,사과차_석류 애플라임,59,14.78,0,0
D220-735000000-0003,사과차_석류애플라임 아이스(ICED),48,0,0,0
D220-735000000-0004,사과차_애플 그린티 아이스(ICED),59,0,0.17,0
D220-735000000-0005,사과차_애플 그린티 핫(HOT),60,0,0.2,0
D220-735000000-0006,사과차_애플 시나몬티 아이스(ICED) (L),25,0,0.22,0
D220-735000000-0007,사과차_애플 시나몬티 핫(HOT) (L),26,0,0.44,0
D220-735000000-0008,사과차_애플 히비스커스티,45,0,0.03,0
D220-735000000-0009,사과차_애플민트티 아이스(ICED) (R),36,0,0,0
D220-735000000-0010,사과차_애플민트티 핫(HOT) (R),31,0,0.21,0
D220-735000000-0011,사과차_사과차 아이스(ICED) (L),40,0,0.01,0
D220-735000000-0012,사과차_사과차 아이스(ICED) (M),39,0,0.02,0
D220-735000000-0013,사과차_사과차 핫(HOT) (L),48,0,0.01,0
D220-735000000-0014,사과차_사과차 핫(HOT) (M),52,0,0.02,0
D220-736000000-0001,생강차_생강차 아이스(ICED),54,0,0.03,0
D220-736000000-0002,생강차_생강차 핫(HOT),54,0,0.03,0
D220-736000000-0003,생강차_유자 생강차,43,0,0,0
D220-736000000-0004,생강차_진저티 아이스(ICED),48,0,0,0
D220-736000000-0005,생강차_진저티 핫(HOT),48,0,0,0
D220-736000000-0006,생강차_생강차,41,0,0.14,0
D220-737000000-0001,스무디_고구마 프로스트 (L),104,0,1.51,0
D220-737000000-0002,스무디_고구마 프로스트 (R),94,0,1.37,0
D220-737000000-0003,스무디_곡성 멜론 스무디,80,17.23,0.85,0.64
D220-737000000-0004,스무디_골든펄 돌체 밀크티 스무디,89,0,0.42,0
D220-737000000-0005,스무디_구슬 민트초코 스무디,92,0,1.39,0
D220-737000000-0006,스무디_구슬 바닐라카페 스무디,73,0,1.11,0
D220-737000000-0007,스무디_구슬 소다 스무디,80,0,1.11,0
D220-737000000-0008,스무디_구슬 솜사탕 스무디,63,0,0.86,0
D220-737000000-0009,스무디_구슬 초코 바닐라 스무디,99,0,1.67,0
D220-737000000-0010,스무디_구슬 피스타치오 스무디,62,0,1.11,0
D220-737000000-0011,스무디_그래놀라요거트프로스트 블루베리 (L),137,0,2.43,0
D220-737000000-0012,스무디_그래놀라요거트프로스트 블루베리 (R),128,0,2.28,0
D220-737000000-0013,스무디_그릭요거트&딸기 밀크티 크러쉬,102,0,1.27,0
D220-737000000-0014,스무디_그릭요거트&망고 밀크티 크러쉬,94,0,1.9,0
D220-737000000-0015,스무디_그릭요거트&밀크티 크러쉬,73,0,1.69,0
D220-737000000-0016,스무디_그린민트 초코 탐앤치노,119,19.76,1.22,3.9
D220-737000000-0017,스무디_그린애플 요거트 스무디,84,0,1.15,0
D220-737000000-0018,스무디_그린애플 익스트림 스무디,93,0,0,0
D220-737000000-0019,스무디_그린티 그라니따 (R),78,0,1.84,0
D220-737000000-0020,스무디_그린티 블렌디모 아이스(ICED),96,0,1.9,0
D220-737000000-0021,스무디_그린티 스노우,97,17.51,1.41,0
D220-737000000-0022,스무디_그린티 아이스샷,101,0,1.45,0
D220-737000000-0023,스무디_그린티 초코칩 탐앤치노,94,17.45,1.49,2.13
D220-737000000-0024,스무디_그린티 탐앤치노,87,15.85,0.98,2.2
D220-737000000-0025,스무디_그린티 프라노베,70,0,1.61,0
D220-737000000-0026,스무디_그린티 프라페,93,0,2.25,0
D220-737000000-0027,스무디_그린티 할리치노,79,0,1.69,0
D220-737000000-0028,스무디_깔라만시 프로스트 (L),91,0,1.17,0
D220-737000000-0029,스무디_깔라만시 프로스트 (R),79,0,1.06,0
