food_code,food_name,calorie,carb,protein,fat
D220-723000000-0320,라떼_허니 그린 라떼 핫(HOT),105,14.52,3.23,3.87
D220-723000000-0321,라떼_헤이즐넛 라떼 아이스(ICED),35,0,1.45,0
D220-723000000-0322,라떼_헤이즐넛 라떼 핫(HOT),42,0,1.82,0
D220-723000000-0323,라떼_헤이즐넛자바칩 라떼 아이스(ICED),71,0,2.82,0
D220-723000000-0324,라떼_헤이즐넛자바칩 라떼 핫(HOT),78,0,3.38,0
D220-723000000-0325,라떼_홍차 라떼 아이스(ICED),44,0,0.53,0
D220-723000000-0326,라떼_홍차 라떼 아이스(ICED) (L),66,0,1.48,0
D220-723000000-0327,라떼_홍차 라떼 아이스(ICED) (R),61,0,1.38,0
D220-723000000-0328,라떼_홍차 라떼 아이스(ICED),58,0,2.82,0
D220-723000000-0329,라떼_홍차 라떼 핫(HOT) (L),106,0,2.93,0
D220-723000000-0330,라떼_홍차 라떼 핫(HOT) (R),100,0,2.93,0
D220-723000000-0331,라떼_홍차 라떼 핫(HOT),65,0,3.38,0
D220-723000000-0332,라떼_홍차라떼,74,0,0.89,0
D220-723000000-0333,라떼_화이트 초콜릿 아이스(ICED) (EX),66,0,1.39,0
D220-723000000-0334,라떼_화이트 초콜릿 아이스(ICED),77,0,1.28,0
D220-723000000-0335,라떼_화이트 초콜릿 핫(HOT) (EX),84,0,2.26,0
D220-723000000-0336,라떼_화이트 초콜릿 핫(HOT),83,0,1.77,0
D220-723000000-0337,라떼_화이트초코 라떼 아이스(ICED) (L),89,0,1.48,0
D220-723000000-0338,라떼_화이트초코 라떼 아이스(ICED) (R),84,0,1.14,0
D220-723000000-0339,라떼_화이트초코 라떼 핫(HOT) (L),132,0,2.2,0
D220-723000000-0340,라떼_화이트초코 라떼 핫(HOT) (R),126,0,2.32,0
D220-723000000-0341,라떼_흑당 단호박 라떼,102,17.07,1.95,2.93
D220-723000000-0342,라떼_흑당 펄 라떼 아이스(ICED) (L),53,0,1.22,0
D220-723000000-0343,라떼_흑당 펄 라떼 아이스(ICED) (R),55,0,1.1,0
D220-723000000-0344,라떼_흑당 펄 라떼 핫(HOT) (L),83,0,2.25,0
D220-723000000-0345,라떼_흑당 펄 라떼 핫(HOT) (R),83,0,2.15,0
D220-723000000-0346,라떼_흑당 라떼 아이스(ICED),54,0,1.4,0
D220-723000000-0347,라떼_흑당 라떼 아이스(ICED),60,0,1.23,0
D220-723000000-0348,라떼_흑당 라떼 핫(HOT),59,0,1.21,0
D220-723000000-0349,라떼_흑당 밀크티 라떼 아이스(ICED),51,0,1.42,0
D220-723000000-0350,라떼_흑당버블그린티 라떼 아이스(ICED),70,0,1.24,0
D220-723000000-0351,라떼_흑당버블 라떼 아이스(ICED),54,0,1.22,0
D220-723000000-0352,라떼_흑당버블 밀크티 라떼 아이스(ICED),56,0,1.29,0
D220-723000000-0353,라떼_흑임자 라떼 아이스(ICED),80,0,1.67,0
D220-723000000-0354,라떼_흑임자 라떼 핫(HOT),80,0,2.78,0
D220-723000000-0355,라떼_흑호 라떼,60,0,2.25,0
D220-723000000-0356,라떼_17곡 라떼 아이스(ICED) (L),58,6.87,2.11,0
D220-723000000-0357,라떼_17곡 라떼 아이스(ICED) (ML),53,6.2,1.83,0
D220-723000000-0358,라떼_17곡 라떼 핫(HOT) (ML),71,7.95,2.71,0
D220-723000000-0359,라떼_고구마 라떼 아이스(ICED),66,0,1.37,0
D220-723000000-0360,라떼_고구마 라떼 핫(HOT),94,0,9.73,0
D220-723000000-0361,라떼_고구마 라떼 아이스(ICED),60,0,1.18,0
D220-723000000-0362,라떼_고구마 라떼 아이스(ICED),59,0,1.52,0
D220-723000000-0363,라떼_고구마 라떼 아이스(ICED),95,0,2.88,0
D220-723000000-0364,라떼_고구마 라떼 아이스(ICED) (L),57,0,1.51,0
D220-723000000-0365,라떼_고구마 라떼 아이스(ICED) (L),75,0,2.53,0
D220-723000000-0366,라떼_고구마 라떼 아이스(ICED) (M),50,0,1.39,0
D220-723000000-0367,라떼_고구마 라떼 아이스(ICED) (R),57,0,1.28,0
D220-723000000-0368,라떼_고구마 라떼 핫(HOT),69,0,1.52,0
D220-723000000-0369,라떼_고구마 라떼 핫(HOT),105,0,2.69,0
D220-723000000-0370,라떼_고구마 라떼 핫(HOT),93,0,2.92,0
D220-723000000-0371,라떼_고구마 라떼 핫(HOT) (L),53,0,1.31,0
D220-723000000-0372,라떼_고구마 라떼 핫(HOT) (L),109,0,3.08,0
D220-723000000-0373,라떼_고구마 라떼 핫(HOT) (M),60,0,1.56,0
D220-723000000-0374,라떼_고구마 라떼 핫(HOT) (R),92,0,2.74,0
D220-723000000-0375,라떼_골드 고구마 라떼 아이스(ICED),105,0,2.96,0
D220-723000000-0376,라떼_골드 고구마 라떼 핫(HOT),105,0,2.96,0
D220-723000000-0377,라떼_군고구마 라떼 아이스(ICED),52,0,1.29,0
D220-723000000-0378,라떼_군고구마 라떼 핫(HOT),74,0,2.08,0
D220-723000000-0379,라떼_그린티 라떼 아이스(ICED),66,0,1.36,0
D220-723000000-0380,라떼_그린티 라떼 아이스(ICED) (L),63,0,1.8,0
D220-723000000-0381,라떼_그린티 라떼 아이스(ICED) (R),52,0,1.58,0
D220-723000000-0382,라떼_그린티 라떼 핫(HOT),121,0,1.25,0
D220-723000000-0383,라떼_그린티 라떼 핫(HOT) (L),97,0,3.3,0
D220-723000000-0384,라떼_그린티 라떼 핫(HOT) (R),84,0,3,0
D220-723000000-0385,라떼_녹차 라떼 아이스(ICED),57,0,1.39,0
D220-723000000-0386,라떼_녹차 라떼 핫(HOT),82,0,2.24,0
D220-723000000-0387,라떼_녹차 라떼,56,0,1.51,0
D220-723000000-0388,라떼_녹차 라떼 아이스(ICED),59,0,1.35,0
D220-723000000-0389,라떼_녹차 라떼 아이스(ICED),61,10,1.45,0
D220-723000000-0390,라떼_녹차 라떼 아이스(ICED),55,0,1.48,0
D220-723000000-0391,라떼_녹차 라떼 아이스(ICED) (L),49,7.93,1.48,0
D220-723000000-0392,라떼_녹차 라떼 아이스(ICED) (ML),44,7.04,1.27,0
D220-723000000-0393,라떼_녹차 라떼 핫(HOT),68,0,1.69,0
D220-723000000-0394,라떼_녹차 라떼 핫(HOT),92,13.85,2.4,0
D220-723000000-0395,라떼_녹차 라떼 핫(HOT) (ML),60,9.14,2.03,0
D220-723000000-0396,라떼_단호박 라떼,59,0,1.59,0
D220-723000000-0397,라떼_달고나 라떼,71,0,1.33,0
D220-723000000-0398,라떼_달고나 라떼 아이스(ICED),57,0,1.22,0
D220-723000000-0399,라떼_달고나 라떼 핫(HOT),82,0,2.03,0
D220-723000000-0400,라떼_달고나 버블 라떼,69,0,0.26,0
D220-723000000-0401,라떼_달고나 카페 라떼,69,0,1.39,0
D220-723000000-0402,라떼_달고나 라떼,46,0,1.27,0
D220-723000000-0403,라떼_달고나 라떼 아이스(ICED),64,9.56,1.57,0
D220-723000000-0404,라떼_달고나 라떼 핫(HOT),86,12.58,2.14,0
D220-723000000-0405,라떼_달고나밀크,48,0,1.39,0
D220-723000000-0406,라떼_더블 초콜릿 라떼 아이스(ICED) (L),105,0,3.81,0
D220-723000000-0407,라떼_더블 초콜릿 라떼 아이스(ICED) (R),112,0,3.94,0
D220-723000000-0408,라떼_더블 초콜릿 라떼 핫(HOT) (L),105,0,3.81,0
D220-723000000-0409,라떼_더블 초콜릿 라떼 핫(HOT) (R),112,0,3.94,0
D220-723000000-0410,라떼_디카페인 바닐라 크럼블 아이스크림 라떼 아이스(ICED),92,0,1.59,0
D220-723000000-0411,라떼_딥초코 라떼 아이스(ICED) (L),46,6.34,1.37,0
D220-723000000-0412,라떼_딥초코 라떼 아이스(ICED) (ML),41,5.63,1.27,0
D220-723000000-0413,라떼_딥초코 라떼 핫(HOT) (ML),59,7.45,1.86,0
D220-723000000-0414,라떼_딥초코버블 라떼 아이스(ICED),70,0,2.03,0
D220-723000000-0415,라떼_딥초코버블 라떼 핫(HOT),67,0,2,0
D220-723000000-0416,라떼_딸기 듬뿍 라떼 (L),60,0,1.39,0
D220-723000000-0417,라떼_딸기 듬뿍 라떼 (XL),61,0,1.3,0
D220-723000000-0418,라떼_딸기 라떼,106,14.7,1.2,4.7
D220-723000000-0419,라떼_딸기 라떼,45,0,1.28,0
D220-723000000-0420,라떼_딸기 라떼 아이스(ICED),54,0,1.18,0
D220-723000000-0421,라떼_딸기 라떼 아이스(ICED),47,7.55,1.02,0
D220-723000000-0422,라떼_딸기 라떼 아이스(ICED) (L),58,0,1.33,0
D220-723000000-0423,라떼_딸기 라떼 아이스(ICED) (M),51,0,1.22,0
D220-723000000-0424,라떼_딸기버블 라떼 아이스(ICED),85,0,1.18,0
D220-723000000-0425,라떼_딸기쏙쏙 아이스(ICED) (L),42,3.07,0.85,0
D220-723000000-0426,라떼_딸기 크리미 라떼 아이스(ICED),74,9.61,1.04,0
D220-723000000-0427,라떼_리얼 초코 아이스(ICED),104,0,2.28,0
D220-723000000-0428,라떼_리얼 초코 핫(HOT),116,0,2.75,0
D220-723000000-0429,라떼_리얼군고구마 라떼,60,0,1.56,0
D220-723000000-0430,라떼_리얼초코 아이스(ICED),50,7.28,1.27,0
D220-723000000-0431,라떼_리얼초코 핫(HOT),76,10.22,2.1,0
D220-723000000-0432,라떼_리얼초코 라떼 아이스(ICED),115,0,3.72,0
D220-723000000-0433,라떼_리얼초코 라떼 핫(HOT),110,0,3.54,0
D220-723000000-0434,라떼_마스카포네치즈 라떼,64,0,1.26,0
D220-723000000-0435,라떼_말차 라떼 아이스(ICED) (L),52,0,1.44,0
D220-723000000-0436,라떼_말차 라떼 아이스(ICED) (M),52,0,1.29,0
D220-723000000-0437,라떼_말차 라떼 핫(HOT) (L),59,0,1.75,0
D220-723000000-0438,라떼_말차 라떼 핫(HOT) (M),68,0,2.05,0
D220-723000000-0439,라떼_망고 라떼 아이스(ICED),54,0,1.18,0
D220-723000000-0440,라떼_미숫가루 아이스(ICED) (L),43,0,1.28,0
D220-723000000-0441,라떼_미숫가루 아이스(ICED) (R),39,0,1.08,0
D220-723000000-0442,라떼_미숫가루 라떼 아이스(ICED),80,0,2.71,0
D220-723000000-0443,라떼_미숫가루 라떼 아이스(ICED),50,8.05,2.43,0
D220-723000000-0444,라떼_미숫가루 라떼 아이스(ICED) (L),81,0,2.68,0
D220-723000000-0445,라떼_미숫가루 라떼 아이스(ICED) (L),85,0,2.61,0
D220-723000000-0446,라떼_미숫가루 라떼 아이스(ICED) (R),66,0,2.43,0
D220-723000000-0447,라떼_미숫가루 라떼 핫(HOT),92,0,3.21,0
D220-723000000-0448,라떼_미숫가루 라떼 핫(HOT) (L),58,0,2.14,0
D220-723000000-0449,라떼_미숫가루 라떼 핫(HOT) (M),60,0,2.18,0
D220-723000000-0450,라떼_민트초코 라떼 아이스(ICED) (L),66,0,1.49,0
D220-723000000-0451,라떼_민트초코 라떼 아이스(ICED) (L),78,0,1.4,0
D220-723000000-0452,라떼_민트초코 라떼 아이스(ICED) (M),56,0,1.24,0
D220-723000000-0453,라떼_민트초코 라떼 아이스(ICED) (R),78,0,1.4,0
D220-723000000-0454,라떼_민트초코 라떼 핫(HOT) (L),70,0,1.79,0
D220-723000000-0455,라떼_민트초코 라떼 핫(HOT) (L),113,0,2.7,0
D220-723000000-0456,라떼_민트초코 라떼 핫(HOT) (M),68,0,1.96,0
D220-723000000-0457,라떼_민트초코 라떼 핫(HOT) (R),113,0,2.71,0
D220-723000000-0458,라떼_민트쵸코 라떼 아이스(ICED),31,0,1.36,0
D220-723000000-0459,라떼_민트쵸코 라떼 핫(HOT),56,0,1.79,0
D220-723000000-0460,라떼_민트쿠키 라떼 아이스(ICED),108,0,3.38,0
D220-723000000-0461,라떼_민트쿠키 라떼 핫(HOT),104,0,3.23,0
D220-723000000-0462,라떼_밀크티 라떼 아이스(ICED),91,0,3.05,0
D220-723000000-0463,라떼_밀크티 라떼 아이스(ICED) (L),27,0,0.87,0
D220-723000000-0464,라떼_밀크티 라떼 아이스(ICED) (R),27,0,0.86,0
D220-723000000-0465,라떼_밀크티 라떼 핫(HOT),84,0,2.77,0
D220-723000000-0466,라떼_밀크티 라떼 핫(HOT) (L),60,0,2.4,0
D220-723000000-0467,라떼_밀크티 라떼 핫(HOT) (R),60,0,2.42,0
D220-723000000-0468,라떼_밀크티 버블 라떼,55,0,1.52,0
D220-723000000-0469,라떼_바나나듬뿍 아이스(ICED) (L),83,7.29,1.16,0
D220-723000000-0470,라떼_바닐라 크럼블 아이스크림 라떼 아이스(ICED),92,0,1.64,0
D220-723000000-0471,라떼_베리큐브 아이스(ICED) (L),74,0,2.54,0
D220-723000000-0472,라떼_베리큐브 아이스(ICED) (R),67,0,1.97,0
D220-723000000-0473,라떼_브라운샷버블 라떼 아이스(ICED),62,0,1.35,0
D220-723000000-0474,라떼_브라운샷버블 라떼 핫(HOT),56,0,1.23,0
D220-723000000-0475,라떼_브라운슈가버블 라떼 아이스(ICED),60,0,1.35,0
D220-723000000-0476,라떼_브라운슈가버블 라떼 핫(HOT),54,0,1.23,0
D220-723000000-0477,라떼_생강 라떼,132,0,2.14,0
D220-723000000-0478,라떼_샤이닝 슈가 아이스(ICED) (L),48,6.34,1.27,0
D220-723000000-0479,라떼_샤이닝 슈가 아이스(ICED) (ML),44,5.49,1.13,0
D220-723000000-0480,라떼_설향 딸기 라떼 아이스(ICED),45,0,0.99,0
D220-723000000-0481,라떼_스트로베리 라떼 아이스(ICED) (L),53,0,1.69,0
D220-723000000-0482,라떼_스트로베리 라떼 아이스(ICED) (R),52,0,1.69,0
D220-723000000-0483,라떼_스트로베리 바나나 라떼 아이스(ICED) (ML),54,6.9,0.99,0
D220-723000000-0484,라떼_슬림 딸기 라떼 아이스(ICED),27,0,1.33,0
D220-723000000-0485,라떼_슬림 딸기 요거트 라떼 아이스(ICED),25,0,1.34,0
D220-723000000-0486,라떼_슬림 리얼 생 초코 라떼 아이스(ICED),31,0,1.96,0
D220-723000000-0487,라떼_슬림 망고 라떼 아이스(ICED),33,0,1.17,0
D220-723000000-0488,라떼_약과 오트라떼 아이스(ICED),73,0,0.34,0
D220-723000000-0489,라떼_약과 오트라떼 핫(HOT),82,0,0.51,0
D220-723000000-0490,라떼_얼그레이 밀크티 라떼 아이스(ICED),70,0,2.54,0
D220-723000000-0491,라떼_얼그레이 밀크티 라떼 핫(HOT),70,0,2.54,0
D220-723000000-0492,라떼_영암 고구마 라떼 아이스(ICED),58,0,1.29,0
D220-723000000-0493,라떼_영암 고구마 라떼 핫(HOT),76,0,1.69,0
D220-723000000-0494,라떼_오곡 라떼 아이스(ICED),92,0,3.55,0
D220-723000000-0495,라떼_오곡 라떼 핫(HOT),96,0,3.54,0
D220-723000000-0496,라떼_오레오 크림 초코 라떼 아이스(ICED),92,0,1.95,0
D220-723000000-0497,라떼_오미자 라떼,133,0,2,0
D220-723000000-0498,라떼_오트밀 라떼 아이스(ICED),70,8.52,2.31,0
D220-723000000-0499,라떼_오트밀 라떼 핫(HOT),99,11.67,3.36,0
D220-723000000-0500,라떼_옥수수 라떼 아이스(ICED) (L),49,7.72,1.48,0
D220-723000000-0501,라떼_옥수수 라떼 아이스(ICED) (ML),45,7.18,1.27,0
D220-723000000-0502,라떼_옥수수 라떼 핫(HOT) (ML),61,9.31,2.03,0
D220-723000000-0503,라떼_옥수수 크리미 라떼 아이스(ICED),63,8.84,1.47,0
D220-723000000-0504,라떼_자색고구마 라떼 아이스(ICED) (L),49,7.93,1.27,0
D220-723000000-0505,라떼_자색고구마 라떼 아이스(ICED) (ML),44,7.04,1.13,0
D220-723000000-0506,라떼_자색고구마 라떼 핫(HOT) (ML),60,9.14,1.69,0
D220-723000000-0507,라떼_제주 말차 라떼 아이스(ICED),58,0,1.8,0
D220-723000000-0508,라떼_제주 말차 라떼 핫(HOT),74,0,2.35,0
D220-723000000-0509,라떼_제주 말차 카페 라떼 아이스(ICED),47,0,1.69,0
D220-723000000-0510,라떼_제주 말차 카페 라떼 핫(HOT),88,0,2.35,0
D220-723000000-0511,라떼_제주말차 라떼 아이스(ICED) (L),68,0,1.48,0
D220-723000000-0512,라떼_제주말차 라떼 아이스(ICED) (XL),75,0,1.57,0
D220-723000000-0513,라떼_제주말차 라떼 핫(HOT) (L),117,0,2.44,0
D220-723000000-0514,라떼_제주말차 라떼 핫(HOT) (XL),115,0,2.41,0
D220-723000000-0515,라떼_짱구 초코 라떼 아이스(ICED),124,0,3.86,0
D220-723000000-0516,라떼_차이 라떼 아이스(ICED) (L),47,7.61,1.48,0
D220-723000000-0517,라떼_차이 라떼 아이스(ICED) (ML),45,7.46,1.27,0
D220-723000000-0518,라떼_차이 라떼 핫(HOT) (ML),61,9.48,2.03,0
D220-723000000-0519,라떼_초코 라떼 아이스(ICED),54,0,1.88,0
D220-723000000-0520,라떼_초코 라떼 핫(HOT),79,0,2.85,0
D220-723000000-0521,라떼_초코 리얼 라떼 아이스(ICED) (L),70,0,1.43,0
D220-723000000-0522,라떼_초코 리얼 라떼 아이스(ICED) (XL),81,0,1.68,0
D220-723000000-0523,라떼_초코 리얼 라떼 핫(HOT) (L),111,0,2.49,0
D220-723000000-0524,라떼_초코 리얼 라떼 핫(HOT) (XL),109,0,2.56,0
D220-723000000-0525,라떼_초코 라떼,64,0,1.43,0
D220-723000000-0526,라떼_초코 라떼 아이스(ICED),90,0,1.86,0
D220-723000000-0527,라떼_초코 라떼 아이스(ICED),50,0,1.46,0
D220-723000000-0528,라떼_초코 라떼 아이스(ICED),59,0,1.69,0
D220-723000000-0529,라떼_초코 라떼 아이스(ICED) (L),55,0,1.45,0
D220-723000000-0530,라떼_초코 라떼 아이스(ICED) (L),88,0,2.87,0
D220-723000000-0531,라떼_초코 라떼 아이스(ICED) (M),50,0,1.29,0
D220-723000000-0532,라떼_초코 라떼 아이스(ICED) (R),75,0,2.48,0
D220-723000000-0533,라떼_초코 라떼 핫(HOT),99,0,2.2,0
D220-723000000-0534,라떼_초코 라떼 핫(HOT),92,0,3.18,0
D220-723000000-0535,라떼_초코 라떼 핫(HOT),64,0,1.69,0
D220-723000000-0536,라떼_초코 라떼 핫(HOT) (L),59,0,1.74,0
D220-723000000-0537,라떼_초코 라떼 핫(HOT) (L),124,0,4.5,0
D220-723000000-0538,라떼_초코 라떼 핫(HOT) (M),62,0,2.01,0
D220-723000000-0539,라떼_초코 라떼 핫(HOT) (R),111,0,4.06,0
D220-723000000-0540,라떼_치즈군고구마 라떼,73,0,1.64,0
D220-723000000-0541,라떼_쿠앤크 라떼 아이스(ICED) (L),54,7.82,1.48,0
D220-723000000-0542,라떼_쿠앤크 라떼 아이스(ICED) (ML),50,7.18,1.27,0
D220-723000000-0543,라떼_쿠앤크 라떼 핫(HOT) (ML),63,8.63,1.86,0
D220-723000000-0544,라떼_쿠키크림 라떼 아이스(ICED) (L),74,0,1.7,0
D220-723000000-0545,라떼_쿠키크림 라떼 아이스(ICED) (M),72,0,1.54,0
D220-723000000-0546,라떼_쿠키크림 라떼 핫(HOT) (L),78,0,2,0
D220-723000000-0547,라떼_쿠키크림 라떼 핫(HOT) (M),84,0,2.27,0
D220-723000000-0548,라떼_토피넛 라떼 아이스(ICED),59,0,1.37,0
D220-723000000-0549,라떼_토피넛 라떼 핫(HOT),85,0,2.22,0
D220-723000000-0550,라떼_토피넛 라떼 아이스(ICED),66,9.13,1.45,0
D220-723000000-0551,라떼_토피넛 라떼 아이스(ICED),106,0,3.05,0
D220-723000000-0552,라떼_토피넛 라떼 아이스(ICED) (L),53,0,2.44,0
D220-723000000-0553,라떼_토피넛 라떼 아이스(ICED) (R),52,0,2.06,0
D220-723000000-0554,라떼_토피넛 라떼 핫(HOT),98,12.77,2.42,0
D220-723000000-0555,라떼_토피넛 라떼 핫(HOT),103,0,3.08,0
D220-723000000-0556,라떼_토피넛 라떼 핫(HOT) (L),97,0,4.03,0
D220-723000000-0557,라떼_토피넛 라떼 핫(HOT) (R),84,0,3.56,0
D220-723000000-0558,라떼_피스타치오 라떼 아이스(ICED),65,10.3,1.18,0
D220-723000000-0559,라떼_피스타치오 라떼 핫(HOT),99,14.44,2.16,0
D220-723000000-0560,라떼_피스타치오 카페 라떼 아이스(ICED),59,9.96,0.95,0
D220-723000000-0561,라떼_피스타치오 카페 라떼 핫(HOT),91,13.95,1.84,0
D220-723000000-0562,라떼_하동녹차 라떼 아이스(ICED),117,0,3.38,0
D220-723000000-0563,라떼_하동녹차 라떼 핫(HOT),105,0,3.08,0
D220-723000000-0564,라떼_핫초코큐브 핫(HOT),70,0,2.25,0
D220-723000000-0565,라떼_호두 라떼,63,0,1.42,0
D220-723000000-0566,라떼_홍시 라떼 아이스(ICED),41,6.24,0.63,0
D220-723000000-0567,라떼_흑당고구마 라떼,65,0,1.37,0
D220-723000000-0568,라떼_흑당버블 라떼,67,0,1.31,0
D220-723000000-0569,라떼_흑당 버블 라떼 아이스(ICED) (M),63,0,1.4,0
D220-723000000-0570,라떼_흑임자 두유 라떼 아이스(ICED),48,4.57,2.43,2.2
D220-723000000-0571,라떼_흑임자 두유 라떼 핫(HOT),69,6.24,3.88,3.25
D220-723000000-0572,라떼_흑임자 라떼,121,0,2.6,0
D220-723000000-0573,라떼_흑임자 라떼 아이스(ICED) (L),54,6.66,1.69,0
D220-723000000-0574,라떼_흑임자 라떼 아이스(ICED) (ML),48,5.92,1.55,0
D220-723000000-0575,라떼_흑임자 라떼 핫(HOT) (ML),65,7.78,2.2,0
D220-723000000-0576,라떼_고구마라떼 아이스(ICED),61,10.66,1.18,1.51
D220-723000000-0577,라떼_고구마라떼 핫(HOT),70,11.64,1.44,1.84
D220-723000000-0578,라떼_곡물라떼 아이스(ICED),76,10.82,2.3,2.56
D220-723000000-0579,라떼_곡물라떼 핫(HOT),82,11.25,2.55,2.9
D220-723000000-0580,라떼_더블초코라떼 아이스(ICED),62,8.32,1.34,3.06
D220-723000000-0581,라떼_더블초코라떼 핫(HOT),66,8.93,1.47,3.23
D220-723000000-0582,라떼_딸기라떼 아이스(ICED),71,11.17,0.88,2.3
D220-723000000-0583,라떼_망고라떼 아이스(ICED),94,17.43,0.81,2.3
D220-723000000-0584,라떼_민트초코오레오라떼 아이스(ICED),88,9.56,1.57,3.86
D220-723000000-0585,라떼_블루베리라떼 아이스(ICED),91,16.58,0.81,2.3
D220-723000000-0586,라떼_쿠키초코라떼 아이스(ICED),84,10.15,1.57,4.01
D220-723000000-0587,라떼_쿠키초코라떼 핫(HOT),90,10.95,1.73,4.28
D220-723010000-0001,라떼_그린티라떼 아이스(ICED),55,8.02,1.27,1.96
D220-723010000-0002,라떼_그린티라떼 핫(HOT),67,8.87,1.78,2.63
D220-723050000-0001,라떼_바닐라라떼 아이스(ICED),34,4.83,0.86,1.15
D220-723050000-0002,라떼_바닐라라떼 핫(HOT),44,5.51,1.27,1.69
D220-724000000-0001,레몬차_레몬 스윗플럼 핫(HOT),55,0,0.14,0
D220-724000000-0002,레몬차_레몬티 아이스(ICED),28,0,0,0
D220-724000000-0003,레몬차_레몬티 핫(HOT),28,0,0,0
D220-724000000-0004,레몬차_레몬티,41,0,0.28,0
D220-724000000-0005,레몬차_레몬민트티,45,0,0.03,0
D220-724000000-0006,레몬차_레몬블루밍티 아이스(ICED) (L),56,0,0,0
D220-724000000-0007,레몬차_레몬블루밍티 아이스(ICED) (Max),48,0,0.13,0
D220-724000000-0008,레몬차_레몬블루밍티 아이스(ICED) (R),48,0,0,0
D220-724000000-0009,레몬차_레몬블루밍티 핫(HOT) (L),51,0,0.16,0
D220-724000000-0010,레몬차_레몬블루밍티 핫(HOT) (R),55,0,0,0
D220-724000000-0011,레몬차_레몬차 아이스(ICED),46,0,0.04,0
D220-724000000-0012,레몬차_레몬차 핫(HOT),47,0,0.05,0
D220-724000000-0013,레몬차_레몬차,49,0,0.1,0.01
D220-724000000-0014,레몬차_레몬차,53,0,0.09,0
D220-724000000-0015,레몬차_레몬티 아이스(ICED),46,0,0.17,0
D220-724000000-0016,레몬차_레몬티 아이스(ICED),48,0,0,0
D220-724000000-0017,레몬차_레몬티 아이스(ICED),22,5.61,0.24,0
D220-724000000-0018,레몬차_레몬티 아이스(ICED),55,0,0.48,0
D220-724000000-0019,레몬차_레몬티 핫(HOT),68,0,0,0
D220-724000000-0020,레몬차_레몬티 핫(HOT),59,0,0,0
D220-724000000-0021,레몬차_레몬티 핫(HOT),30,7.42,0.32,0
D220-724000000-0022,레몬차_레몬티 핫(HOT),54,0,0.52,0
D220-724000000-0023,레몬차_레몬티,47,11,0.52,0.05
D220-724000000-0024,레몬차_진저레몬티 아이스(ICED),43,0,0,0
D220-724000000-0025,레몬차_진저레몬티 핫(HOT),43,0,0,0
D220-724000000-0026,레몬차_허니레몬 아이스(ICED),56,13.99,0.21,0
D220-724000000-0027,레몬차_허니레몬 핫(HOT),64,15.96,0.23,0
D220-724000000-0028,레몬차_레몬차,41,0,0.11,0
D220-724000000-0029,레몬차_레몬차 (L),35,0,0.16,0
D220-724000000-0030,레몬차_레몬차 (R),28,0,0.13,0
D220-724000000-0031,레몬차_레몬차 아이스(ICED) (L),35,8.67,0,0
D220-724000000-0032,레몬차_레몬차 아이스(ICED) (L),36,0,0.01,0
D220-724000000-0033,레몬차_레몬차 아이스(ICED) (M),42,0,0.02,0
D220-724000000-0034,레몬차_레몬차 아이스(ICED) (ML),36,8.87,0,0
D220-724000000-0035,레몬차_레몬차 핫(HOT) (L),36,0,0.01,0
D220-724000000-0036,레몬차_레몬차 핫(HOT) (M),42,0,0.02,0
D220-724000000-0037,레몬차_레몬차 핫(HOT) (ML),43,10.66,0,0
D220-724000000-0038,레몬차_레몬티 아이스(ICED),25,5.52,0.05,0
D220-724000000-0039,레몬차_레몬티 아이스(ICED),32,0,0,0
D220-724000000-0040,레몬차_레몬티 핫(HOT),33,7.18,0.06,0
D220-724000000-0041,레몬차_레몬티 핫(HOT),42,0,0,0
D220-724000000-0042,레몬차_블루레몬티 아이스(ICED),52,0,0.07,0
D220-724000000-0043,레몬차_블루레몬티 핫(HOT),31,0,0.08,0
D220-724000000-0044,레몬차_레몬티,41,10.14,0,0
D220-726000000-0001,레몬홍차_레몬얼그레이티 아이스(ICED),18,0,0.01,0
D220-726000000-0002,레몬홍차_레몬얼그레이티 핫(HOT),31,0,0.02,0
D220-726000000-0003,레몬홍차_레몬 얼그레이티 핫(HOT),34,0,0.15,0
D220-727000000-0001,마테차_베리마테,1,0,0,0
D220-727000000-0002,마테차_스위트마테,2,0.28,0.06,0.04
D220-727000000-0003,마테차_메리베리마테 아이스(ICED) (L),0,0,0,0
D220-727000000-0004,마테차_메리베리마테 아이스(ICED) (M),0,0,0,0
D220-727000000-0005,마테차_메리베리마테 핫(HOT) (L),0,0,0,0
D220-727000000-0006,마테차_메리베리마테 핫(HOT) (M),0,0,0,0
D220-730000000-0001,미숫가루_미숫가루 아이스(ICED),139,0,4.79,0
D220-730000000-0002,미숫가루_미숫가루,49,0,1.42,0
D220-730000000-0003,미숫가루_미숫가루 아이스(ICED),75,0,2.03,0
D220-730000000-0004,미숫가루_오곡 미숫가루,68,0,1.83,0
D220-730000000-0005,미숫가루_제주 보리개역 아이스(ICED),77,0,2.2,0
D220-730000000-0006,미숫가루_제주 보리개역 핫(HOT),84,0,2.83,0
D220-731190000-0001,밀크티_흑당밀크 아이스(ICED),63,8.21,1.27,1.69
D220-732000000-0001,밀크티/버블티_골든펄 돌체 밀크티,61,0,1.06,0
D220-732000000-0002,밀크티/버블티_그린 밀크티 아이스(ICED),59,9.38,1.79,0
D220-732000000-0003,밀크티/버블티_그린 밀크티 핫(HOT),83,11.91,2.98,0
